,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
ASR_MXZ5_Mk6_1,none,idle_stand_ASR_HB,FPS_aimIdle_standIdle_ASR_MXZ5,idle_crouch_ASR_SHRAM,FPS_aimIdle_crouch_ASR_MXZ5,aimidle_prone_ASR_MXZ5,FPS_aimIdle_prone_ASR_MXZ5,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_SHRAM,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_MXZ5,none,reload_stand_ASR_SHRAM,FPS_reload_standIdle_ASR_MXZ5,reload_runBlend_ASR_SHRAM,FPS_reload_standIdle_ASR_MXZ5,reload_crouch_ASR_SHRAM,FPS_reload_crouch_ASR_MXZ5,reload_prone_ASR_SHRAM,FPS_reload_prone_ASR_MXZ5,aimShoot_standIdle_ASR_SHRAM,FPS_aimShoot_standIdle_ASR_MXZ5,aimShoot_runBlend_ASR_SHRAM,FPS_aimShoot_standIdle_ASR_MXZ5,aimShoot_crouch_ASR_SHRAM,FPS_aimShoot_crouch_ASR_MXZ5,aimShoot_prone_ASR_SHRAM,FPS_aimShoot_prone_ASR_MXZ5,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_MXZ5,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_ASR_MXZ5,aimIdle_crouchBlend_ASR_SHRAM,FPS_Crouch_Blend_ASR_MXZ5,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_MXZ5,FPS_Stand_to_Prone,Stand_to_Prone_ASR_MXZ5,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_MXZ5,prone_to_crouch_ASR_MXZ5,none,crouch_to_prone_ASR_MXZ5,none,reload_crouchBlend_ASR_SHRAM,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_MXZ5,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_ASR_MXZ5,FPS_Attach_Idle_ASR_MXZ5,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASR_ACX10_Tier2,none,idle_stand_ASR_HB,FPS_aimIdle_standIdle_ASR_AR_01,idle_crouch_ASR_SHRAM,FPS_aimIdle_crouch_ASR_AR_01,aimidle_prone_ASR_MXZ5,FPS_aimIdle_prone_ASR_AR_01,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_SHRAM,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_MXZ5,none,reload_stand_ASR_SHRAM,FPS_reload_standIdle_ASR_AR_01,reload_runBlend_ASR_SHRAM,FPS_reload_standIdle_ASR_AR_01,reload_crouch_ASR_SHRAM,FPS_reload_crouch_ASR_AR_01,reload_prone_ASR_SHRAM,FPS_reload_prone_ASR_AR_01,aimShoot_standIdle_ASR_SHRAM,FPS_aimShoot_standIdle_ASR_AR_01,aimShoot_runBlend_ASR_SHRAM,FPS_aimShoot_standIdle_ASR_AR_01,aimShoot_crouch_ASR_SHRAM,FPS_aimShoot_crouch_ASR_AR_01,aimShoot_prone_ASR_SHRAM,FPS_aimShoot_prone_ASR_AR_01,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_AR_01,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_ASR_AR_01,aimIdle_crouchBlend_ASR_SHRAM,FPS_Crouch_Blend_ASR_AR_01,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_MXZ5,FPS_Stand_to_Prone,Stand_to_Prone_ASR_MXZ5,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_MXZ5,prone_to_crouch_ASR_MXZ5,none,crouch_to_prone_ASR_MXZ5,none,reload_crouchBlend_ASR_SHRAM,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_AR_01,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_ASR_AR_01,FPS_Attach_Idle_ASR_AR_01,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
ASR_ACX10_Mk6_1,none,idle_stand_ASR_HB,FPS_aimIdle_standIdle_ASR_AR_01,idle_crouch_ASR_SHRAM,FPS_aimIdle_crouch_ASR_AR_01,aimidle_prone_ASR_MXZ5,FPS_aimIdle_prone_ASR_AR_01,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_SHRAM,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_MXZ5,none,reload_stand_ASR_SHRAM,FPS_reload_standIdle_ASR_AR_01,reload_runBlend_ASR_SHRAM,FPS_reload_standIdle_ASR_AR_01,reload_crouch_ASR_SHRAM,FPS_reload_crouch_ASR_AR_01,reload_prone_ASR_SHRAM,FPS_reload_prone_ASR_AR_01,aimShoot_standIdle_ASR_SHRAM,FPS_aimShoot_standIdle_ASR_AR_01,aimShoot_runBlend_ASR_SHRAM,FPS_aimShoot_standIdle_ASR_AR_01,aimShoot_crouch_ASR_SHRAM,FPS_aimShoot_crouch_ASR_AR_01,aimShoot_prone_ASR_SHRAM,FPS_aimShoot_prone_ASR_AR_01,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_AR_01,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_ASR_AR_01,aimIdle_crouchBlend_ASR_SHRAM,FPS_Crouch_Blend_ASR_AR_01,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_MXZ5,FPS_Stand_to_Prone,Stand_to_Prone_ASR_MXZ5,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_MXZ5,prone_to_crouch_ASR_MXZ5,none,crouch_to_prone_ASR_MXZ5,none,reload_crouchBlend_ASR_SHRAM,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_AR_01,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_ASR_AR_01,FPS_Attach_Idle_ASR_AR_01,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASR_ASh12_Tier2,none,idle_stand_ASR_ASH12,FPS_aimIdle_standIdle_ASR_Ash12,idle_crouch_SMG_Base3,FPS_aimIdle_crouch_ASR_Ash12,aimidle_prone_ASR_MXZ5,FPS_aimIdle_prone_ASR_AR_01,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_SHRAM,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_MXZ5,none,reload_stand_ASR_SHRAM,FPS_reload_standIdle_ASR_Ash12,reload_runBlend_ASR_SHRAM,FPS_reload_standIdle_ASR_ASh12,reload_crouch_ASR_SHRAM,FPS_reload_standIdle_ASR_ASh12,reload_prone_ASR_SHRAM,FPS_reload_standIdle_ASR_ASh12,aimShoot_standIdle_ASR_SHRAM,FPS_aimShoot_standIdle_ASR_Ash12,aimShoot_runBlend_ASR_ASH12,FPS_aimShoot_standIdle_ASR_Ash12,aimShoot_crouch_ASR_SHRAM,FPS_aimShoot_crouch_ASR_ASh12,aimShoot_prone_ASR_SHRAM,FPS_aimShoot_prone_ASR_AR_01,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_Ash12,Sprint_Blend_ASR_ASH12,FPS_Sprint_Blend_ASR_AR_01,aimidle_crouchBlend_ASR_ASH12,FPS_crouch_Blend_ASR_Ash12,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_MXZ5,FPS_Stand_to_Prone,Stand_to_Prone_ASR_MXZ5,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_MXZ5,prone_to_crouch_ASR_MXZ5,none,crouch_to_prone_ASR_MXZ5,none,reload_crouchBlend_ASR_SHRAM,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_ASh12,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_ASR_AR_01,FPS_Attach_Idle_ASR_AR_01,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
ASR_ASh12_Mk6_1,none,idle_stand_ASR_ASH12,FPS_aimIdle_standIdle_ASR_Ash12,idle_crouch_SMG_Base3,FPS_aimIdle_crouch_ASR_Ash12,aimidle_prone_ASR_MXZ5,FPS_aimIdle_prone_ASR_AR_01,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_SHRAM,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_MXZ5,none,reload_stand_ASR_SHRAM,FPS_reload_standIdle_ASR_Ash12,reload_runBlend_ASR_SHRAM,FPS_reload_standIdle_ASR_ASh12,reload_crouch_ASR_SHRAM,FPS_reload_standIdle_ASR_ASh12,reload_prone_ASR_SHRAM,FPS_reload_standIdle_ASR_ASh12,aimShoot_standIdle_ASR_SHRAM,FPS_aimShoot_standIdle_ASR_Ash12,aimShoot_runBlend_ASR_ASH12,FPS_aimShoot_standIdle_ASR_Ash12,aimShoot_crouch_ASR_SHRAM,FPS_aimShoot_crouch_ASR_ASh12,aimShoot_prone_ASR_SHRAM,FPS_aimShoot_prone_ASR_AR_01,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_Ash12,Sprint_Blend_ASR_ASH12,FPS_Sprint_Blend_ASR_AR_01,aimidle_crouchBlend_ASR_ASH12,FPS_crouch_Blend_ASR_Ash12,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_MXZ5,FPS_Stand_to_Prone,Stand_to_Prone_ASR_MXZ5,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_MXZ5,prone_to_crouch_ASR_MXZ5,none,crouch_to_prone_ASR_MXZ5,none,reload_crouchBlend_ASR_SHRAM,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_ASh12,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_ASR_AR_01,FPS_Attach_Idle_ASR_AR_01,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHG_SP12_Tier1,none,idle_stand_SHG_Base,FPS_aimIdle_standIdle_SHG_SP12,idle_crouch_SHG_Base,FPS_aimIdle_crouch_SHG_SP12,aimidle_prone_SHG_SP12,FPS_aimIdle_prone_SHG_SP12,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_SHG_SP12,none,aimidle_crouchBlend_SHG_Base,none,aimidle_prone_SHG_SP12,none,reload_stand_SHG_SP12,FPS_reload_standIdle_SHG_SP12,reload_runBlend_SHG_SP12,FPS_reload_standIdle_SHG_SP12,reload_crouch_SHG_SP12,FPS_reload_crouch_SHG_SP12,reload_prone_SHG_SP12,FPS_reload_prone_SHG_SP12,aimShoot_standIdle_ASR_SHRAM,FPS_aimShoot_standIdle_SHG_SP12,aimShoot_runBlend_ASR_SHRAM,FPS_aimShoot_standIdle_SHG_SP12,aimShoot_crouch_ASR_SHRAM,FPS_aimShoot_crouch_SHG_SP12,aimShoot_prone_SHG_SP12,FPS_aimShoot_prone_SHG_SP12,Run_Blend_SHG_Base,FPS_Run_Blend_SHG_SP12,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_SHG_SP12,aimidle_crouchBlend_SHG_Base,FPS_Crouch_Blend_SHG_SP12,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_SHG_SP12,FPS_Stand_to_Prone,Stand_to_Prone_SHG_SP12,FPS_Stand_to_Prone,aimIdle_crouch_SHG_SP12,aimidle_prone_SHG_SP12,prone_to_crouch_SHG_SP12,none,crouch_to_prone_SHG_SP12,none,reload_crouchBlend_SHG_SP12,aimshoot_crouchBlend_SHG_SP12,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_SHG_SP12,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_SHG_SP12,FPS_Attach_Idle_SHG_SP12,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
SHG_SP12_Mk6_1,none,idle_stand_SHG_Base,FPS_aimIdle_standIdle_SHG_SP12,idle_crouch_SHG_Base,FPS_aimIdle_crouch_SHG_SP12,aimidle_prone_SHG_SP12,FPS_aimIdle_prone_SHG_SP12,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_SHG_SP12,none,aimidle_crouchBlend_SHG_Base,none,aimidle_prone_SHG_SP12,none,reload_stand_SHG_SP12,FPS_reload_standIdle_SHG_SP12,reload_runBlend_SHG_SP12,FPS_reload_standIdle_SHG_SP12,reload_crouch_SHG_SP12,FPS_reload_crouch_SHG_SP12,reload_prone_SHG_SP12,FPS_reload_prone_SHG_SP12,aimShoot_standIdle_ASR_SHRAM,FPS_aimShoot_standIdle_SHG_SP12,aimShoot_runBlend_ASR_SHRAM,FPS_aimShoot_standIdle_SHG_SP12,aimShoot_crouch_ASR_SHRAM,FPS_aimShoot_crouch_SHG_SP12,aimShoot_prone_SHG_SP12,FPS_aimShoot_prone_SHG_SP12,Run_Blend_SHG_Base,FPS_Run_Blend_SHG_SP12,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_SHG_SP12,aimidle_crouchBlend_SHG_Base,FPS_Crouch_Blend_SHG_SP12,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_SHG_SP12,FPS_Stand_to_Prone,Stand_to_Prone_SHG_SP12,FPS_Stand_to_Prone,aimIdle_crouch_SHG_SP12,aimidle_prone_SHG_SP12,prone_to_crouch_SHG_SP12,none,crouch_to_prone_SHG_SP12,none,reload_crouchBlend_SHG_SP12,aimshoot_crouchBlend_SHG_SP12,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_SHG_SP12,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_SHG_SP12,FPS_Attach_Idle_SHG_SP12,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
SHG_M1216_Tier2,none,idle_stand_SHG_Base,FPS_aimIdle_standIdle_SHG_SP12,idle_crouch_SHG_Base,FPS_aimIdle_crouch_SHG_SP12,aimidle_prone_SHG_SP12,FPS_aimIdle_prone_SHG_SP12,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_SHG_SP12,none,aimidle_crouchBlend_SHG_Base,none,aimidle_prone_SHG_SP12,none,reload_stand_SHG_SP12,FPS_reload_standIdle_SHG_M1216,reload_runBlend_SHG_SP12,FPS_reload_standIdle_SHG_M1216,reload_crouch_SHG_SP12,FPS_reload_crouch_SHG_M1216,reload_prone_SHG_SP12,FPS_reload_prone_SHG_SP12,aimShoot_standIdle_ASR_SHRAM,FPS_aimShoot_standIdle_SHG_Saiga,aimShoot_runBlend_ASR_SHRAM,FPS_aimShoot_standIdle_SHG_M1216,aimShoot_crouch_ASR_SHRAM,FPS_aimShoot_crouch_SHG_M1216,aimShoot_prone_SHG_SP12,FPS_aimShoot_prone_SHG_SP12,Run_Blend_SHG_Base,FPS_Run_Blend_SHG_SP12,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_SHG_SP12,aimidle_crouchBlend_SHG_Base,FPS_Crouch_Blend_SHG_SP12,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_SHG_SP12,FPS_Stand_to_Prone,Stand_to_Prone_SHG_SP12,FPS_Stand_to_Prone,aimIdle_crouch_SHG_SP12,aimidle_prone_SHG_SP12,prone_to_crouch_SHG_SP12,none,crouch_to_prone_SHG_SP12,none,reload_crouchBlend_SHG_SP12,aimshoot_crouchBlend_SHG_SP12,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_SHG_M1216,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_SHG_SP12,FPS_Attach_Idle_SHG_SP12,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
SHG_M1216_Mk6_1,none,idle_stand_SHG_Base,FPS_aimIdle_standIdle_SHG_SP12,idle_crouch_SHG_Base,FPS_aimIdle_crouch_SHG_SP12,aimidle_prone_SHG_SP12,FPS_aimIdle_prone_SHG_SP12,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_SHG_SP12,none,aimidle_crouchBlend_SHG_Base,none,aimidle_prone_SHG_SP12,none,reload_stand_SHG_SP12,FPS_reload_standIdle_SHG_M1216,reload_runBlend_SHG_SP12,FPS_reload_standIdle_SHG_M1216,reload_crouch_SHG_SP12,FPS_reload_crouch_SHG_M1216,reload_prone_SHG_SP12,FPS_reload_prone_SHG_SP12,aimShoot_standIdle_ASR_SHRAM,FPS_aimShoot_standIdle_SHG_Saiga,aimShoot_runBlend_ASR_SHRAM,FPS_aimShoot_standIdle_SHG_M1216,aimShoot_crouch_ASR_SHRAM,FPS_aimShoot_crouch_SHG_M1216,aimShoot_prone_SHG_SP12,FPS_aimShoot_prone_SHG_SP12,Run_Blend_SHG_Base,FPS_Run_Blend_SHG_SP12,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_SHG_SP12,aimidle_crouchBlend_SHG_Base,FPS_Crouch_Blend_SHG_SP12,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_SHG_SP12,FPS_Stand_to_Prone,Stand_to_Prone_SHG_SP12,FPS_Stand_to_Prone,aimIdle_crouch_SHG_SP12,aimidle_prone_SHG_SP12,prone_to_crouch_SHG_SP12,none,crouch_to_prone_SHG_SP12,none,reload_crouchBlend_SHG_SP12,aimshoot_crouchBlend_SHG_SP12,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_SHG_M1216,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_SHG_SP12,FPS_Attach_Idle_SHG_SP12,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
SHG_Saiga_Tier1,none,idle_stand_SHG_Base,FPS_aimIdle_standIdle_SHG_Saiga,idle_crouch_SHG_Base,FPS_aimIdle_crouch_SHG_SP12,aimidle_prone_SHG_Saiga,FPS_aimIdle_prone_SHG_SP12,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_SHG_Saiga,none,aimidle_crouchBlend_SHG_Base,none,aimidle_prone_SHG_Saiga,none,reload_stand_SHG_Saiga,FPS_reload_standIdle_SHG_Saiga,reload_runBlend_SHG_Saiga,FPS_reload_standIdle_SHG_Saiga,reload_crouch_SHG_Saiga,FPS_reload_crouch_SHG_Saiga,reload_prone_SHG_Saiga,FPS_reload_prone_SHG_Saiga,aimShoot_standIdle_ASR_SHRAM,FPS_aimShoot_standIdle_SHG_Saiga,aimShoot_runBlend_ASR_SHRAM,FPS_aimShoot_standIdle_SHG_Saiga,aimShoot_crouch_ASR_SHRAM,FPS_aimShoot_crouch_SHG_Saiga,aimShoot_prone_SHG_Saiga,FPS_aimShoot_crouch_SHG_Saiga,Run_Blend_SHG_Base,FPS_Run_Blend_SHG_Saiga,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_SHG_Saiga,aimidle_crouchBlend_SHG_Base,FPS_Crouch_Blend_SHG_SP12,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_SHG_Saiga,FPS_Stand_to_Prone,Stand_to_Prone_SHG_Saiga,FPS_Stand_to_Prone,aimIdle_crouch_SHG_Saiga,aimidle_prone_SHG_Saiga,prone_to_crouch_SHG_Saiga,none,crouch_to_prone_SHG_Saiga,none,reload_crouchBlend_SHG_Saiga,aimshoot_crouchBlend_SHG_SP12,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_SHG_Saiga,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_SHG_Saiga,FPS_Attach_Idle_SHG_Saiga,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNP_AAR_Tier2,none,idle_stand_SNP_ARS,FPS_aimIdle_standIdle_SNP_Archangel,idle_crouch_ASR_SHRAM,FPS_aimIdle_crouch_SNP_Archangel,aimidle_prone_SNP_ARS,FPS_aimIdle_prone_SNP_Archangel,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_SNP_ARS,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_SNP_ARS,none,reload_stand_SNP_ARS,FPS_reload_standIdle_SNP_Archangel,reload_runBlend_SNP_ARS,FPS_reload_standIdle_SNP_Archangel,reload_crouch_SNP_ARS,FPS_reload_crouch_SNP_Archangel,reload_prone_SNP_ARS,FPS_reload_prone_SNP_Archangel,aimShoot_standIdle_ASR_SHRAM,FPS_aimShoot_standIdle_SNP_Archangel,aimShoot_runBlend_ASR_SHRAM,FPS_aimShoot_StandIdle_SNP_Archangel,aimShoot_crouch_ASR_SHRAM,FPS_aimShoot_crouch_SNP_Archangel,aimShoot_prone_SNP_ARS,FPS_aimShoot_prone_SNP_Archangel,Run_Blend_ASR_SHRAM,FPS_Run_Blend_SNP_Archangel,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_SNP_Archangel,aimIdle_crouchBlend_ASR_SHRAM,FPS_Crouch_Blend_SNP_Archangel,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_SNP_ARS,FPS_Stand_to_Prone,Stand_to_Prone_SNP_ARS,FPS_Stand_to_Prone,aimIdle_crouch_SNP_ARS,aimidle_prone_SNP_ARS,prone_to_crouch_SNP_ARS,none,crouch_to_prone_SNP_ARS,none,reload_crouchBlend_SNP_ARS,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_SNP_Archangel,FPS_aimShoot_crouch_SNP_Archangel,FPS_Attach_Raise_SNP_Archangel,FPS_Attach_Idle_SNP_Archangel,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
